date,company,hype_score,moat_score,sentiment_score,bubble_index,technical_moat_prob,marketing_hype_prob,monetization_prob,real_world_usage_prob,top_comment
2025-12-28 16:25:49.307942,OpenAI,0.1306854318394039,0.39346582311523604,0.5999145398530127,0.15814640581611192,0.31477265849218883,0.1176168886554635,0.4599047174644282,0.2395204577927068,Just a wrapper around GPT-4.
2025-12-29 16:25:49.307942,OpenAI,0.5776511473541855,0.4474462499788885,0.6940350787477702,0.42013659825019806,0.3579569999831108,0.519886032618767,0.07379573833849111,0.3597034266049294,Just a wrapper around GPT-4.
2025-12-30 16:25:49.307942,OpenAI,0.43872811776151766,0.30261731218372306,0.5735834177788856,0.42407387038519645,0.24209384974697845,0.3948553059853659,0.39766064200595475,0.34408747892410013,The moat is data.
2025-12-31 16:25:49.307942,OpenAI,0.40024045527276353,0.30931918158067556,0.3905988252945622,0.39394751579472526,0.24745534526454047,0.3602164097454872,0.13424167111854482,0.21238252993577877,This is a game changer!
2026-01-01 16:25:49.307942,OpenAI,0.38668983310915284,0.39352604730837143,0.2944895848154738,0.32877585720052094,0.3148208378466972,0.34802084979823755,0.1146945320186222,0.34868394057833235,The moat is data.
2026-01-02 16:25:49.307942,OpenAI,0.31362409091301974,0.28320414136713223,0.963023873609017,0.3536132996972583,0.2265633130937058,0.2822616818217178,0.3458710809892814,0.05211729695011019,Latency is too high.
2026-01-03 16:25:49.307942,OpenAI,0.3491855025590425,0.34994404687760455,0.20348189259465693,0.33282763712095864,0.2799552375020837,0.3142669523031383,0.5303093781935926,0.3060074858005987,Hardware is hard.
2026-01-04 16:25:49.307942,OpenAI,0.11000198242439407,0.36579545441227,0.9199895065305539,0.16280435200808271,0.29263636352981603,0.09900178418195467,0.5219827269613287,0.08529048703500874,This is a game changer!
2026-01-05 16:25:49.307942,OpenAI,0.30703285453784324,0.29728059994825706,0.6988647802054497,0.33983483639305745,0.23782447995860567,0.2763295690840589,0.4138405979026071,0.3363161301703501,This is a game changer!
2026-01-06 16:25:49.307942,OpenAI,0.2690954439806757,0.29724811483167674,0.9210952999831965,0.31456488609933264,0.2377984918653414,0.24218589958260814,0.04559731296784546,0.0069626799203595935,Latency is too high.
2026-01-07 16:25:49.307942,OpenAI,0.4979247640874253,0.3272032805250838,0.7262050326391072,0.4471476557082277,0.26176262442006704,0.4481322876786828,0.5202877431125928,0.3936376897509655,Where is the revenue model?
2026-01-08 16:25:49.307942,OpenAI,0.5353984502813824,0.338043832264751,0.5500755013223493,0.4649030786777543,0.2704350658118008,0.4818586052532442,0.08600233426919632,0.4752983911539395,The moat is data.
2026-01-09 16:25:49.307942,OpenAI,0.3402320062863207,0.399703846563495,0.7488586260124999,0.29368543981521716,0.319763077250796,0.30620880565768865,0.5887764349139107,0.012853684033167945,Where is the revenue model?
2026-01-10 16:25:49.307942,OpenAI,0.1662435095800573,0.38150906314854277,0.411627613905558,0.18982296428767634,0.30520725051883424,0.14961915862205158,0.45139110061459253,0.4627584698991142,The moat is data.
2026-01-11 16:25:49.307942,OpenAI,0.35756454013292754,0.34040886825527045,0.4218133948888531,0.3447704479184381,0.2723270946042164,0.3218080861196348,0.37116883204207846,0.06948531630982668,Latency is too high.
2026-01-12 16:25:49.307942,OpenAI,0.20641713578584978,0.28311226098404263,0.9188567534175354,0.28220324986787143,0.22648980878723413,0.1857754222072648,0.20692927088337304,0.19353173176146737,This is a game changer!
2026-01-13 16:25:49.307942,OpenAI,0.18197861959628103,0.3879543923059223,0.40744681574508224,0.1960161515269058,0.31036351384473787,0.16378075763665292,0.3648111567115145,0.10788518965037164,Absolute vaporware.
2026-01-14 16:25:49.307942,OpenAI,0.3923922568787443,0.38287372822775745,1.0,0.33967901910065795,0.306298982582206,0.3531530311908699,0.46696261551666085,0.4543345462209194,Absolute vaporware.
2026-01-15 16:25:49.307942,OpenAI,0.23209132473940086,0.3727036035236163,0.5900060409102663,0.23959181414385636,0.2981628828188931,0.2088821922654608,0.25461638605676945,0.20021217666635938,Latency is too high.
2026-01-16 16:25:49.307942,OpenAI,0.5942917601133857,0.35868422735815864,0.8275437611996113,0.49040502183681806,0.2869473818865269,0.5348625841020471,0.5376922156148516,0.20477604532708726,Where is the revenue model?
2026-01-17 16:25:49.307942,OpenAI,0.301603758382614,0.3212422506435744,0.27777704860817454,0.3202410051593597,0.25699380051485954,0.27144338254435263,0.31345731879624283,0.17270396030853347,Where is the revenue model?
2026-01-18 16:25:49.307942,OpenAI,0.2557141182431103,0.4065572009537458,0.6763454550688052,0.23277127819290966,0.32524576076299666,0.23014270641879928,0.09613279443308594,0.18408392076706126,Just a wrapper around GPT-4.
2026-01-19 16:25:49.307942,OpenAI,0.3132129068334794,0.38936801274375116,0.12546948196279928,0.2825632627264855,0.31149441019500096,0.2818916161501315,0.08844176269852445,0.3286936769922996,Incredible adoption rate.
2026-01-20 16:25:49.307942,OpenAI,0.1526833462578011,0.41848232916667016,0.9955909689387055,0.1561340113940873,0.33478586333333615,0.137415011632021,0.2539517675239709,0.07367606821991429,Just a wrapper around GPT-4.
2026-01-21 16:25:49.307942,OpenAI,0.3943377975738699,0.3597888329668884,0.4749446430502128,0.3563659764046543,0.28783106637351075,0.3549040178164829,0.5327003482956355,0.43105211832541906,The moat is data.
2026-01-22 16:25:49.307942,OpenAI,0.11477623596999623,0.301413769995448,0.42240002721514924,0.2089083106496988,0.24113101599635842,0.1032986123729966,0.4416521925692702,0.2940388735894446,Absolute vaporware.
2026-01-23 16:25:49.307942,OpenAI,0.30272480396913026,0.3637729260136868,0.1297241209778735,0.29263458530362896,0.29101834081094946,0.27245232357221727,0.256435659119061,0.11609320512005794,Just a wrapper around GPT-4.
2026-01-24 16:25:49.307942,OpenAI,0.4477409554801464,0.41645812008597494,0.5218170059465596,0.3541885569294476,0.33316649606877996,0.40296685993213177,0.5561935967275987,0.3281356794743291,Latency is too high.
2026-01-25 16:25:49.307942,OpenAI,0.38980632752502636,0.33936231699089614,0.5188628957575613,0.3669626736894201,0.27148985359271693,0.35082569477252373,0.11682680585378759,0.1342952243314684,Incredible adoption rate.
2026-01-26 16:25:49.307942,OpenAI,0.41915086672564383,0.30137445449827466,0.5436253952160155,0.4118509414849128,0.24109956359861973,0.37723578005307945,0.2587132837424809,0.10777497068845832,Absolute vaporware.
2025-12-28 16:25:49.307942,Rabbit R1,0.666560774795573,0.5289880099141987,0.5205499396028493,0.4250485099209162,0.423190407931359,0.5999046973160157,0.30506895665287787,0.4479187242766623,Latency is too high.
2025-12-29 16:25:49.307942,Rabbit R1,0.6912456824379276,0.5991126206150333,0.8079096727170691,0.39475537454859616,0.4792900964920267,0.6221211141941348,0.43400871542266967,0.39931369096533237,Latency is too high.
2025-12-30 16:25:49.307942,Rabbit R1,0.5627001918059469,0.6027524561283637,0.5860578675517194,0.30663182378505544,0.48220196490269096,0.5064301726253522,0.15008453474202288,0.3517792673603642,Absolute vaporware.
